title,rating,body,y,cleaned_reviews,classes,cleaned_reviews_1,polarity,polarity_class
Does not come with screws! Beware!,2,most hated thing about this shelf it does not come with screwsso if youre a singleton or living in an apartment and want an easy fix this sooo isnt itwish they sold it with the screws to hang it included saves a trip to home depotmy shelf arrived scratched and dingy looking i wasnt impressed i like the idea and logically since its a vertical display shelf it doesnt matter if its scratched or not because you will be hiding the front scratched partbut you know what it still irritates me i know the scratch is there who could sleep knowing thattwo stars for the concept cut three for poor execution,0,hate thing shelf come screwsso your singleton live apart want easi fix sooo isnt itwish sold screw hang includ save trip home depotmi shelf arriv scratch dingi look wasnt impress like idea logic sinc vertic display shelf doesnt matter scratch hide front scratch partbut know still irrit know scratch could sleep know thattwo star concept cut three poor execut,bad,"['hate', 'thing', 'shelf', 'come', 'screwsso', 'singleton', 'live', 'apart', 'want', 'easi', 'fix', 'sooo', 'itwish', 'sell', 'screw', 'hang', 'includ', 'save', 'trip', 'home', 'depotmi', 'shelf', 'arriv', 'scratch', 'dingi', 'look', 'impress', 'like', 'idea', 'logic', 'sinc', 'vertic', 'display', 'shelf', 'matter', 'scratch', 'hide', 'scratch', 'partbut', 'know', 'irrit', 'know', 'scratch', 'sleep', 'know', 'thattwo', 'star', 'concept', 'cut', 'poor', 'execut']",-0.3545454545,negative
The single-wide versions seem to be fine but this one has a bit of a forward ...,3,my wife bought these and i hung them  we bought this and the singlewide version  the singlewide versions seem to be fine but this one has a bit of a forward slant actually nearly 10°  if you look at the singlewide version the part that gets attached to the wall  is much taller and i think therefore its more stable  the wider version doesnt have that stability  i will likely not use this for many books maybe just 2 on each side  i would highly recommend just getting two single wides and set them sidebyside,1,wife bought hung bought singlewid version singlewid version seem fine one bit forward slant actual nearli look singlewid version part get attach wall much taller think therefor stabl wider version doesnt stabil like use mani book mayb side would highli recommend get two singl wide set sidebysid,moderate,"['wife', 'buy', 'hung', 'buy', 'singlewid', 'version', 'singlewid', 'version', 'fine', 'bit', 'forward', 'slant', 'actual', 'nearli', 'look', 'singlewid', 'version', 'attach', 'wall', 'tall', 'think', 'therefor', 'stabl', 'wide', 'version', 'stabil', 'like', 'use', 'mani', 'book', 'mayb', 'highli', 'recommend', 'singl', 'wide', 'set', 'sidebysid']",0.1291666667,positive
Novel item indeed,2,couldnt agree with the reviewer that called this novel item more ore less for show more while it is a coollooking item it functions poorly even for its intended show only hard cover books look good and only if the stack of books proportionally fit within average format and then the clip is not design well enough to keep the coveri bought two when it first came out and i am using none,0,couldnt agre review call novel item ore less show coollook item function poorli even intend show hard cover book look good stack book proport fit within averag format clip design well enough keep coveri bought two first came use none,bad,"['agre', 'review', 'novel', 'item', 'ore', 'coollook', 'item', 'function', 'poorli', 'intend', 'hard', 'cover', 'book', 'look', 'good', 'stack', 'book', 'proport', 'fit', 'averag', 'format', 'clip', 'design', 'coveri', 'buy', 'come', 'use']",0.1486111111,positive
Broken,1,its a cute and cool cup but the silicon cap was almost impossible to get on and after 2 uses the inside layer of glass cracked looking into buying a new one from a local shop rather than online,0,cute cool cup silicon cap almost imposs get use insid layer glass crack look buy new one local shop rather onlin,bad,"['cute', 'cool', 'cup', 'silicon', 'cap', 'imposs', 'use', 'insid', 'layer', 'glass', 'crack', 'look', 'buy', 'new', 'local', 'shop', 'onlin']",0.2465909091,positive
Installation was super easy. I've definitely been testing it's weight capacity,3,installation was super easy ive definitely been testing its weight capacity but its holding up pretty well under my ridiculous stack of cookbooks i might get a second to stack the remainder and split the load,1,instal super easi ive definit test weight capac hold pretti well ridicul stack cookbook might get second stack remaind split load,moderate,"['instal', 'super', 'easi', 'definit', 'test', 'weight', 'capac', 'hold', 'pretti', 'ridicul', 'stack', 'cookbook', 'second', 'stack', 'remaind', 'split', 'load']",0.1666666667,positive
"OK, thought I would like them more than I do.",3,you have to install anchors in your wall and they can droop from weight if you put larger hardbound books on it which are what i had hoped to display because of the whole anchor business theyre not easily moved,1,instal anchor wall droop weight put larger hardbound book hope display whole anchor busi theyr easili move,moderate,"['instal', 'anchor', 'wall', 'droop', 'weight', 'large', 'hardbound', 'book', 'hope', 'display', 'anchor', 'busi', 'theyr', 'easili']",0.1,positive
need install help,3,i bought some of these over 2 years ago somehow i or someone took them out of the box i dont have the instructions and i dont have them up yet im not sure how to make the books invisible and the books slide off  please tell me how to put books on them they are beautiful and im ready to use them but cant get them to workthanks,1,bought year ago somehow someon took box dont instruct dont yet im sure make book invis book slide pleas tell put book beauti im readi use cant get workthank,moderate,"['buy', 'year', 'ago', 'someon', 'take', 'box', 'instruct', 'sure', 'book', 'invis', 'book', 'slide', 'plea', 'tell', 'book', 'beauti', 'readi', 'use', 'workthank']",0.5,positive
ehh,3,did not hold the weight it said it would is ok for 4 medium sized books and that is about it,1,hold weight said would ok medium size book,moderate,"['hold', 'weight', 'say', 'medium', 'size', 'book']",0.5,positive
Does not fit hard backbooks.,1,really disappointed that this does not actually fit a normal size hardback book will not purchase again,0,realli disappoint actual fit normal size hardback book purchas,bad,"['realli', 'disappoint', 'actual', 'fit', 'normal', 'size', 'hardback', 'book', 'purchas']",0.1833333333,positive
Not recommended for books over 8 inches deep!,3,manufacturer tells you this after you have received your shelves in the packing materiali wish i had seen this before i bought 3 of these since most of my books are largei will still try it and see if it pulls my wallboard outor falls on my foot,1,manufactur tell receiv shelv pack materiali wish seen bought sinc book largei still tri see pull wallboard outor fall foot,moderate,"['manufactur', 'tell', 'receiv', 'shelv', 'pack', 'materiali', 'wish', 'see', 'buy', 'sinc', 'book', 'largei', 'tri', 'pull', 'wallboard', 'outor', 'fall', 'foot']",0,neutral
I love this unit,1,i love this unit its fun to see on the wall and easy to reach books i want to read next,0,love unit fun see wall easi reach book want read next,bad,"['love', 'unit', 'fun', 'wall', 'easi', 'reach', 'book', 'want', 'read']",0.2666666667,positive
"If you have had these before, ...",3,check the dimensions before you order these are deeper than the ones i have gotten before and most typical books will not fit over the bottom ledge the way they used to  very strange and kind of negates the whole point of getting this wall shelfsince i already installed them i decided to keep and use as a typical wall shelf avoid the bother of uninstalling and leaving holes in the wallsmaybe they come in different depths now for smaller and bigger books,1,check dimens order deeper one gotten typic book fit bottom ledg way use strang kind negat whole point get wall shelfsinc alreadi instal decid keep use typic wall shelf avoid bother uninstal leav hole wallsmayb come differ depth smaller bigger book,moderate,"['check', 'dimen', 'order', 'deep', 'get', 'typic', 'book', 'fit', 'ledg', 'way', 'use', 'strang', 'kind', 'negat', 'point', 'wall', 'shelfsinc', 'alreadi', 'instal', 'decid', 'use', 'typic', 'wall', 'shelf', 'avoid', 'bother', 'uninstal', 'leav', 'hole', 'wallsmayb', 'come', 'differ', 'depth', 'small', 'big', 'book']",0.24,positive
Must have if you're a book nerd.,5,one of the best ideas ive had was to purchase this item,2,one best idea ive purchas item,good,"['good', 'idea', 'purcha', 'item']",1,positive
Five Stars,5,perfect for what i needed,2,perfect need,good,"['perfect', 'need']",1,positive
Five Stars,5,perfect,2,perfect,good,['perfect'],1,positive
buy it!,5,superb,2,superb,good,['superb'],1,positive
Great product.,5,perfect for displaying my collection of hardcover books elegantly,2,perfect display collect hardcov book elegantli,good,"['perfect', 'display', 'collect', 'hardcov', 'book', 'elegantli']",1,positive
Great book holders!,5,perfect and easy to install,2,perfect easi instal,good,"['perfect', 'easi', 'instal']",1,positive
Great floating bookshelves,5,perfect,2,perfect,good,['perfect'],1,positive
Love these,5,perfect for my reading nook,2,perfect read nook,good,"['perfect', 'read', 'nook']",1,positive
this is a great product for my sitting area.,5,works perfect and i was able to put a stack of books on then and a picture,2,work perfect abl put stack book pictur,good,"['work', 'perfect', 'abl', 'stack', 'book', 'pictur']",1,positive
Four Stars,4,perfect wall decoration,2,perfect wall decor,good,"['perfect', 'wall', 'decor']",1,positive
Wonderfully Convenient!,5,i keep my laptop on my night stand so i put this above my nightstand  i now have the perfect spot to stack my reference books  it is exactly what i needed i have a few other places in the house where i plan to use more,2,keep laptop night stand put nightstand perfect spot stack refer book exactli need place hous plan use,good,"['laptop', 'night', 'stand', 'nightstand', 'perfect', 'spot', 'stack', 'refer', 'book', 'exactli', 'need', 'place', 'hous', 'plan', 'use']",1,positive
Great  Apple Airport Extreme Wall Mount!,5,perfect for my airport extreme router wall mount,2,perfect airport extrem router wall mount,good,"['perfect', 'airport', 'extrem', 'router', 'wall', 'mount']",1,positive
Five Stars,5,perfect for the area i put it in,2,perfect area put,good,"['perfect', 'area']",1,positive
Love these,5,these book shelfs are amazing and im always getting asked how my books are floating on the wall im getting some more there perfect for storage,2,book shelf amaz im alway get ask book float wall im get perfect storag,good,"['book', 'shelf', 'amaz', 'alway', 'ask', 'book', 'float', 'wall', 'perfect', 'storag']",1,positive
Pretty good,3,perfect except that the pain chipped on one section a little i think they banged into each other at my house other than that perfect heavier than i expected not that that should matter,1,perfect except pain chip one section littl think bang hous perfect heavier expect matter,moderate,"['perfect', 'pain', 'chip', 'section', 'littl', 'think', 'bang', 'hous', 'perfect', 'heavier', 'expect', 'matter']",1,positive
Space saving and attractive,5,best space saving solution for books,2,best space save solut book,good,"['good', 'space', 'save', 'solut', 'book']",1,positive
One is not enough,5,perfect for storing displaying your favorite things  im ordering more,2,perfect store display favorit thing im order,good,"['perfect', 'store', 'display', 'favorit', 'thing', 'order']",1,positive
Five Stars,5,these are perfect for 2 lamps i mounted in my bedroom,2,perfect lamp mount bedroom,good,"['perfect', 'lamp', 'mount', 'bedroom']",1,positive
This item was perfect and was exactly what i was expecting,5,this item was perfect and was exactly what i was expecting the item came in no time and was very well packaged and in a great shape im very happy and pleased with the item i received and want to thank the seller for a terrific product,2,item perfect exactli expect item came time well packag great shape im happi pleas item receiv want thank seller terrif product,good,"['item', 'perfect', 'exactli', 'expect', 'item', 'come', 'time', 'packag', 'great', 'shape', 'happi', 'pleas', 'item', 'receiv', 'want', 'thank', 'seller', 'terrif', 'product']",0.9,positive
Awesome,5,this turned out to be the best purchase yet for 2012  it organizes your books on your wall and it looks great because it makes them look like they are just floating there in place  awesome product and idea,2,turn best purchas yet organ book wall look great make look like float place awesom product idea,good,"['turn', 'good', 'purcha', 'organ', 'book', 'wall', 'look', 'great', 'look', 'like', 'float', 'place', 'awesom', 'product', 'idea']",0.9,positive
Excellent purchase!,5,theyre perfect easy to install and they accomplished exactly what i wanted they hold so many books and look so good would buy again and have reccokmended to friends,2,theyr perfect easi instal accomplish exactli want hold mani book look good would buy reccokmend friend,good,"['theyr', 'perfect', 'easi', 'instal', 'accomplish', 'exactli', 'want', 'hold', 'mani', 'book', 'look', 'good', 'buy', 'reccokmend', 'friend']",0.85,positive
looks good and easy to install,5,this is a neat talking point for my daughters room  it was easy to install and looks good  we used her 15th grade year books and it work perfect  this allowed us to stack a dvd and cable box  above her tv,2,neat talk point daughter room easi instal look good use th grade year book work perfect allow us stack dvd cabl box tv,good,"['neat', 'talk', 'point', 'daughter', 'room', 'easi', 'instal', 'look', 'good', 'use', 'grade', 'year', 'book', 'work', 'perfect', 'allow', 'stack', 'dvd', 'cabl', 'box']",0.85,positive
Everyone loves them,5,i have a very unique house that gets a lot of comments on itself but this product draws more attention than anything i have  a great way to deal with limited shelf space or to fill spots on the walls between pictures  great idea and great quality,2,uniqu hous get lot comment product draw attent anyth great way deal limit shelf space fill spot wall pictur great idea great qualiti,good,"['uniqu', 'hous', 'lot', 'comment', 'product', 'draw', 'attent', 'anyth', 'great', 'way', 'deal', 'limit', 'shelf', 'space', 'fill', 'spot', 'wall', 'pictur', 'great', 'idea', 'great', 'qualiti']",0.8,positive
These babies are amazing. A bit of a tool project to get ...,5,these babies are amazing  a bit of a tool project to get them hung but once up are extraordinary and a great space saver  mysterious book stacks are appearing in unexpected places all over my house,2,babi amaz bit tool project get hung extraordinari great space saver mysteri book stack appear unexpect place hous,good,"['babi', 'amaz', 'bit', 'tool', 'project', 'hang', 'extraordinari', 'great', 'space', 'saver', 'mysteri', 'book', 'stack', 'appear', 'unexpect', 'place', 'hous']",0.8,positive
Great product,4,great product easy to install held heavy books plant looks great,2,great product easi instal held heavi book plant look great,good,"['great', 'product', 'easi', 'instal', 'hold', 'heavi', 'book', 'plant', 'look', 'great']",0.8,positive
Great quality and I get lots of compliments,5,really unique design great quality and i get lots of compliments,2,realli uniqu design great qualiti get lot compliment,good,"['realli', 'uniqu', 'design', 'great', 'qualiti', 'lot', 'compliment']",0.8,positive
Five Stars,5,perfect to display a showy book along with a collage of pictures  adds a nice threedimensional aspect,2,perfect display showi book along collag pictur add nice threedimension aspect,good,"['perfect', 'display', 'showi', 'book', 'collag', 'pictur', 'add', 'nice', 'threedimension', 'aspect']",0.8,positive
Five Stars,5,works great and books look awesome on wall,2,work great book look awesom wall,good,"['work', 'great', 'book', 'look', 'awesom', 'wall']",0.8,positive
Five Stars,5,great product,2,great product,good,"['great', 'product']",0.8,positive
Great Product,5,this is a great product i have been using to store my daughter board books looks great and keeps them out of reach,2,great product use store daughter board book look great keep reach,good,"['great', 'product', 'use', 'store', 'daughter', 'board', 'book', 'look', 'great', 'reach']",0.8,positive
Five Stars,5,great product easy instillation,2,great product easi instil,good,"['great', 'product', 'easi', 'instil']",0.8,positive
Five Stars,5,works great for a easy to install shelf,2,work great easi instal shelf,good,"['work', 'great', 'easi', 'instal', 'shelf']",0.8,positive
"Great quality, shipped quickly! Very pleased!",5,works wonderfully received promptly great quality,2,work wonder receiv promptli great qualiti,good,"['work', 'wonder', 'receiv', 'promptli', 'great', 'qualiti']",0.8,positive
Adds visual interest to wall.,5,easy to install  looks great  works as expected,2,easi instal look great work expect,good,"['easi', 'instal', 'look', 'great', 'work', 'expect']",0.8,positive
Five Stars,5,looks great and i get a ton of compliments on them,2,look great get ton compliment,good,"['look', 'great', 'ton', 'compliment']",0.8,positive
Five Stars,5,look great and easy to install i used drywall anchors and they held up very well,2,look great easi instal use drywal anchor held well,good,"['look', 'great', 'easi', 'instal', 'use', 'drywal', 'anchor', 'hold']",0.8,positive
Might be one of my favorite purchases.,5,easy to mount and they look great,2,easi mount look great,good,"['easi', 'mount', 'look', 'great']",0.8,positive
Super item,5,i really like the idea and the outcome it looks great holding my cookbooks,2,realli like idea outcom look great hold cookbook,good,"['realli', 'like', 'idea', 'outcom', 'look', 'great', 'hold', 'cookbook']",0.8,positive
Five Stars,5,made for a great floating book wall  just what i needed for stacks of 5 books or so,2,made great float book wall need stack book,good,"['great', 'float', 'book', 'wall', 'need', 'stack', 'book']",0.8,positive
"Easy install, and looks so neat",5,easy install and looks so neat my guests area always asking how are those books floating on the wall lol funny convo piece,2,easi instal look neat guest area alway ask book float wall lol funni convo piec,good,"['easi', 'instal', 'look', 'neat', 'guest', 'area', 'alway', 'ask', 'book', 'float', 'wall', 'lol', 'funni', 'convo', 'piec']",0.8,positive
Five Stars,5,great product received on time,2,great product receiv time,good,"['great', 'product', 'receiv', 'time']",0.8,positive
Five Stars,5,these are great,2,great,good,['great'],0.8,positive
Elegant and Easy to Install,5,excellent i was worried that the books at the bottom would be damaged by the shelves but that wasnt the case the shelves let you display your books in an elegant manner and are very easy to install it also comes with the necessary screws which was great,2,excel worri book bottom would damag shelv wasnt case shelv let display book eleg manner easi instal also come necessari screw great,good,"['excel', 'worri', 'book', 'damag', 'shelv', 'case', 'shelv', 'let', 'display', 'book', 'eleg', 'manner', 'easi', 'instal', 'come', 'necessari', 'screw', 'great']",0.8,positive
Five Stars,5,these work great and are so easy to install,2,work great easi instal,good,"['work', 'great', 'easi', 'instal']",0.8,positive
Great idea for books,4,i ordered a few different sizes of these floating bookshelfs as a gift for my book lover they look great on the wall and do their job will order more because she has a lot of books,2,order differ size float bookshelf gift book lover look great wall job order lot book,good,"['order', 'differ', 'size', 'float', 'bookshelf', 'gift', 'book', 'lover', 'look', 'great', 'wall', 'job', 'order', 'lot', 'book']",0.8,positive
Love it,5,looks great also very sturdy it comes with anchors definitely a house upgrade,2,look great also sturdi come anchor definit hous upgrad,good,"['look', 'great', 'sturdi', 'come', 'anchor', 'definit', 'hous', 'upgrad']",0.8,positive
Floating book shelf! Keeping the apartment open,5,these are awesome they work really well i didnt try installing it with the anchors that come with it i have my own drywall anchors i installed them with great look,2,awesom work realli well didnt tri instal anchor come drywal anchor instal great look,good,"['awesom', 'work', 'realli', 'tri', 'instal', 'anchor', 'come', 'drywal', 'anchor', 'instal', 'great', 'look']",0.8,positive
"Installs easily, looks great!",4,all i had to do was use a studfinder and use a screwdriver to get the bookshelf installed i hung it about 45ft off the ground and it looks absolutely beautiful i can hold 56 large books on it before it starts to look too gaudy the books that is not the shelving unit this piece is a great addition to my home office,2,use studfind use screwdriv get bookshelf instal hung ft ground look absolut beauti hold larg book start look gaudi book shelv unit piec great addit home offic,good,"['use', 'studfind', 'use', 'screwdriv', 'bookshelf', 'instal', 'hang', 'ground', 'look', 'absolut', 'beauti', 'hold', 'larg', 'book', 'start', 'look', 'gaudi', 'book', 'shelv', 'unit', 'piec', 'great', 'addit', 'home', 'offic']",0.8,positive
Looks great,5,these are a great addition to my harry potter themed nursery they are sturdy and easy to install,2,great addit harri potter theme nurseri sturdi easi instal,good,"['great', 'addit', 'harri', 'potter', 'theme', 'nurseri', 'sturdi', 'easi', 'instal']",0.8,positive
Cool!,5,i have bought several of these  they work great,2,bought sever work great,good,"['buy', 'sever', 'work', 'great']",0.8,positive
A solid and simple design that works,5,a robust design that allows to hold heavy books and other items in place with the apparence of being floating in the air a simple design that is so easy to install excellent quality for the price item arrived early than promised in great condition and exactly as described im really happy with the experience with this seller,2,robust design allow hold heavi book item place appar float air simpl design easi instal excel qualiti price item arriv earli promis great condit exactli describ im realli happi experi seller,good,"['robust', 'design', 'allow', 'hold', 'heavi', 'book', 'item', 'place', 'appar', 'float', 'air', 'simpl', 'design', 'easi', 'instal', 'excel', 'qualiti', 'price', 'item', 'arriv', 'earli', 'promis', 'great', 'condit', 'exactli', 'describ', 'realli', 'happi', 'experi', 'seller']",0.8,positive
I think they are gonna look awesome!,5,honestly have not been able too use them yetbut they arrived early and they look great and strongi think they are gonna look awesome,2,honestli abl use yetbut arriv earli look great strongi think gonna look awesom,good,"['honestli', 'abl', 'use', 'yetbut', 'arriv', 'earli', 'look', 'great', 'strongi', 'think', 'going', 'look', 'awesom']",0.8,positive
"No stud, no problem...",5,we used these to create a shelf in the midst of our other books so there is some support from the lower books and it worked great without a stud for our use check out the photo to see what we did and see if you can find the invisible book shelf,2,use creat shelf midst book support lower book work great without stud use check photo see see find invis book shelf,good,"['use', 'creat', 'shelf', 'midst', 'book', 'support', 'low', 'book', 'work', 'great', 'stud', 'use', 'check', 'photo', 'find', 'invis', 'book', 'shelf']",0.8,positive
Shelf,4,i bought three of these to display a set of large books  one shelf fell off the wall within an hour of being hung  i highly recommend following the guidelines and attaching to a stud  all and all this shelf is really neat  a great way to showcase your literary favorites,2,bought three display set larg book one shelf fell wall within hour hung highli recommend follow guidelin attach stud shelf realli neat great way showcas literari favorit,good,"['buy', 'display', 'set', 'larg', 'book', 'shelf', 'fall', 'wall', 'hour', 'hung', 'highli', 'recommend', 'follow', 'guidelin', 'attach', 'stud', 'shelf', 'realli', 'neat', 'great', 'way', 'showcas', 'literari', 'favorit']",0.8,positive
Excellent Bookshelf,5,excellent bookshelf very easy to install this is great for books and other items to keep them invisibly floating this is a great addition for  the room,2,excel bookshelf easi instal great book item keep invis float great addit room,good,"['excel', 'bookshelf', 'easi', 'instal', 'great', 'book', 'item', 'invis', 'float', 'great', 'addit', 'room']",0.8,positive
Five Stars,5,these shelves are easy to mount and the look great  recommend,2,shelv easi mount look great recommend,good,"['shelv', 'easi', 'mount', 'look', 'great', 'recommend']",0.8,positive
Love them,5,work great,2,work great,good,"['work', 'great']",0.8,positive
I love it!,5,its so amazinga great space saverits more than my expactation thanks amazon,2,amazinga great space saverit expact thank amazon,good,"['amazinga', 'great', 'space', 'saverit', 'expact', 'thank', 'amazon']",0.8,positive
"Very sturdy, I'm happy",5,i use them for my bookshelf speakers i used an anchor of course with the screw very sturdy im happy what more can i say about them lol,2,use bookshelf speaker use anchor cours screw sturdi im happi say lol,good,"['use', 'bookshelf', 'speaker', 'use', 'anchor', 'cour', 'screw', 'sturdi', 'happi', 'lol']",0.8,positive
Five Stars,5,they work great and look great in my house people comment on them all the time,2,work great look great hous peopl comment time,good,"['work', 'great', 'look', 'great', 'hous', 'peopl', 'comment', 'time']",0.8,positive
Good use of space,5,i brought my grandma over to see my floating bookshelf and she freaked out she thought i was a wizard and tried to have me killed but i won that battle this is a great use of space though,2,brought grandma see float bookshelf freak thought wizard tri kill battl great use space though,good,"['bring', 'grandma', 'float', 'bookshelf', 'freak', 'think', 'wizard', 'tri', 'kill', 'battl', 'great', 'use', 'space']",0.8,positive
looks great!!!,5,worked really well and looks great on the wallhold several heavy books and never had an issue,2,work realli well look great wallhold sever heavi book never issu,good,"['work', 'realli', 'look', 'great', 'wallhold', 'sever', 'heavi', 'book', 'issu']",0.8,positive
book shelf,5,bought these for my son he tells me they are wonderful myself they look ugly empty and not really what i would  use as i said they were a asked for gift and he thinks they are great,2,bought son tell wonder look ugli empti realli would use said ask gift think great,good,"['buy', 'son', 'tell', 'wonder', 'look', 'ugli', 'empti', 'realli', 'use', 'say', 'ask', 'gift', 'think', 'great']",0.8,positive
Love it!,5,works great and looks beautiful on my wall  very sturdy if you mount it correctly,2,work great look beauti wall sturdi mount correctli,good,"['work', 'great', 'look', 'beauti', 'wall', 'sturdi', 'mount', 'correctli']",0.8,positive
"Really, Really Love This Product!!!!",5,we have installed 20 of these and they are wonderful a great conversation starter and everyone that comes into our home is interested,2,instal wonder great convers starter everyon come home interest,good,"['instal', 'wonder', 'great', 'conver', 'starter', 'everyon', 'come', 'home', 'interest']",0.8,positive
"Well Made, Great for Mounting Streaming TV Boxes!",5,used to mount my android tv box to the wall it worked out great,2,use mount android tv box wall work great,good,"['use', 'mount', 'android', 'box', 'wall', 'work', 'great']",0.8,positive
Holds up wonderfully,5,this shelf has worked great for a few years now my boyfriend used it for a stack of law school books so im going to go ahead and say it definitely holds a lot of weight easily,2,shelf work great year boyfriend use stack law school book im go go ahead say definit hold lot weight easili,good,"['shelf', 'work', 'great', 'year', 'boyfriend', 'use', 'stack', 'law', 'school', 'book', 'ahead', 'definit', 'hold', 'lot', 'weight', 'easili']",0.8,positive
Five Stars,5,great product,2,great product,good,"['great', 'product']",0.8,positive
cool idea,5,this is one of the coolest ideas  bought 4 of them and put them in my daughters room around her window  they look great and work well,2,one coolest idea bought put daughter room around window look great work well,good,"['cool', 'idea', 'buy', 'daughter', 'room', 'window', 'look', 'great', 'work']",0.8,positive
Looks amazing !!,5,very easy to install sturdy and looks amazing  looks just as amazing as in the pictures in the listing  unique item and great conversation starter,2,easi instal sturdi look amaz look amaz pictur list uniqu item great convers starter,good,"['easi', 'instal', 'sturdi', 'look', 'amaz', 'look', 'amaz', 'pictur', 'list', 'uniqu', 'item', 'great', 'conver', 'starter']",0.8,positive
Reliable !,5,really steady reliable and looks great,2,realli steadi reliabl look great,good,"['realli', 'steadi', 'reliabl', 'look', 'great']",0.8,positive
Works like i hoped,5,we got these for my daughters room to hold the few books that arent digital  they worked as expected and look great,2,got daughter room hold book arent digit work expect look great,good,"['get', 'daughter', 'room', 'hold', 'book', 'digit', 'work', 'expect', 'look', 'great']",0.8,positive
Great product and awesome customer service!,5,great product and awesome customer service,2,great product awesom custom servic,good,"['great', 'product', 'awesom', 'custom', 'servic']",0.8,positive
Five Stars,5,the floating book stacks look great and it holds about 6 smallmed books,2,float book stack look great hold smallm book,good,"['float', 'book', 'stack', 'look', 'great', 'hold', 'smallm', 'book']",0.8,positive
great,5,this floating bookshelf looks great above my desk it looks exactly as described is easy to install and it looks great,2,float bookshelf look great desk look exactli describ easi instal look great,good,"['float', 'bookshelf', 'look', 'great', 'desk', 'look', 'exactli', 'describ', 'easi', 'instal', 'look', 'great']",0.8,positive
Five Stars,5,easy to install looks great,2,easi instal look great,good,"['easi', 'instal', 'look', 'great']",0.8,positive
Four Stars,4,unusual and a great accent prop,2,unusu great accent prop,good,"['unusu', 'great', 'accent', 'prop']",0.8,positive
Were very easy to install even though instructions are not included,5,exactly as described and shown in the photos were very easy to install even though instructions are not included they look great,2,exactli describ shown photo easi instal even though instruct includ look great,good,"['exactli', 'describ', 'show', 'photo', 'easi', 'instal', 'instruct', 'includ', 'look', 'great']",0.8,positive
great decorative addition,5,these look great,2,look great,good,"['look', 'great']",0.8,positive
Five Stars,5,works great,2,work great,good,"['work', 'great']",0.8,positive